organization,linkedin,position,startDate,endDate,status,person_id
MorganFranklin Consulting,https://www.linkedin.com/company/morganfranklin-consulting,Sr Consultant,2019-01,2021-08,INACTIVE,335
Home Depot,https://www.linkedin.com/company/home-depot-at-home-services,Senior Business Analyst,2015-05,2019-01,INACTIVE,335
The Home Depot,https://www.linkedin.com/company/the-home-depot,Staffing Specialist,2013-01,2015-05,INACTIVE,335
Mattress Firm,https://www.linkedin.com/company/mattressfirm,Sales Manager,2009-04,2012-10,INACTIVE,335
Mattress Firm,https://www.linkedin.com/company/mattressfirm,Manager-on-Duty,2009-03,2009-05,INACTIVE,335
The Walt Disney Company,https://www.linkedin.com/company/the-walt-disney-company,Financial Analyst Intern- Pricing Department,2008-06,2008-12,INACTIVE,335
Dillards,https://www.linkedin.com/company/dillards,Store Management Intern,2007-06,2007-08,INACTIVE,335
Hyatt Hotels Corporation,https://www.linkedin.com/company/hyatt,Information Technology Specialist -ITCS,2020-12,,ACTIVE,336
Aon/ MBO,,Senior End User Support Technician L2,2019-06,2020-12,INACTIVE,336
Uber/ Milestone,https://www.linkedin.com/company/uber-com,Senior Information Technology Field Technician,2019-09,2020-06,INACTIVE,336
Unisys @ Omnicom Media Group Chicago,,IT Field Engineer III,2018-08,2019-09,INACTIVE,336
Northern Trust Corporation/Seraph,,IT System Administrator,2018-02,2018-07,INACTIVE,336
Geek Squad,https://www.linkedin.com/company/geek-squad,Advanced Computer Repair Technician,2012-11,2017-12,INACTIVE,336
Amazon,https://www.linkedin.com/company/amazon,Business Intelligence Intern,2020-06,2020-11,INACTIVE,337
Otto-Friedrich-Universität Bamberg,,Working Student in IT,2015-08,2016-08,INACTIVE,337
auxilion AG,https://www.linkedin.com/company/aux-de,Geschäftsführender Inhaber,2000-11,,ACTIVE,338
ZERAMEX,https://www.linkedin.com/company/zeramex,Gebietsverkaufsleiterin Implantologie & Prothetik,2017-06,,ACTIVE,339
Zimmerbiomet,,"Gebietsverkaufsleiterin Implantologie, Prothetik & Biomaterials",2014-02,2017-05,INACTIVE,339
Straumann,https://www.linkedin.com/company/straumann-group,"Gebietsverkaufsleiterin Implantologie, Prothetik & Biomaterials",2008-02,2012-09,INACTIVE,339
Green Hydrogen Systems,https://www.linkedin.com/company/greenhydrogen.dk,Human Resources Consultant,2024-02,2025-03,INACTIVE,340
ENABL A/S,https://www.linkedin.com/company/enabl-a-s,Recruiter,2023-08,2024-01,INACTIVE,340
Novo Nordisk,https://www.linkedin.com/company/novo-nordisk,Talent Acquisition Consultant,2022-02,2023-07,INACTIVE,340
Randstad,https://www.linkedin.com/company/randstad,HR and Recruitment Intern,2021-08,2022-01,INACTIVE,340
Business consultants various,,Director of Marketing,2009-09,2010-06,INACTIVE,341
Catem North America,,North American Sales Manager,2000-10,2003-05,INACTIVE,341
Delphi Automotive Systems,https://www.linkedin.com/company/delphi,Audio Account Manager,1996-09,2000-10,INACTIVE,341
Delco Electronics Systems,,Merchandising/Promotion Administrator and Field Sales Coordinator,1994-05,1996-09,INACTIVE,341
General Motors,https://www.linkedin.com/company/general-motors,Customer Assistance Manager-Chevrolet Motor Division,1990-09,1993-05,INACTIVE,341
Electronic Data Systems,https://www.linkedin.com/company/hewlett-packard-enterprise,Reimbursement and Customer Assistance Specialist,1988-01,1990-09,INACTIVE,341
EDS,,Customer Assistance Rep,1987,1990,INACTIVE,341
Toshiba Memory Europe GmbH (TME),https://www.linkedin.com/company/kioxiaeurope,Vice President,2017-04,,ACTIVE,342
SFC Energy AG,https://www.linkedin.com/company/sfc-energy-ag,Senior Vice President,2020-01,,ACTIVE,343
SFC Energy AG,https://www.linkedin.com/company/sfc-energy-ag,VP Sales,2014-01,2019-12,INACTIVE,343
SFC Energy AG,https://www.linkedin.com/company/sfc-energy-ag,Head of Sales,2014-01,2014-12,INACTIVE,343
SFC Energy AG,https://www.linkedin.com/company/sfc-energy-ag,Head of BU Industry,2013-07,2013-12,INACTIVE,343
SFC Energy North America,https://www.linkedin.com/company/sfcenergynorthamerica,President,2009-11,2013-06,INACTIVE,343
SFC Smart Fuel Cell AG,,Director Defense Business,2005-09,2009-10,INACTIVE,343
Smart Fuel Cell GmbH,,Business Development Manager,2004-07,2005-08,INACTIVE,343
Smart Fuel Cell GmbH,,Project Manager,2000-07,2004-06,INACTIVE,343
ZAE Bayern,https://www.linkedin.com/company/zae-bayern,Head of Fuel Cell Lab,1999-06,2000-05,INACTIVE,343
ABB,https://www.linkedin.com/company/abb,Internship,1998-11,1999-04,INACTIVE,343
Eurocopter,https://www.linkedin.com/company/airbusgroup,Internship,1997-02,1997-08,INACTIVE,343
WorldStyle Media,,Platin,2014-05,,ACTIVE,344
Trend,,Insan kaynakları,,,UNKNOWN,345
Soundart,,Geschäftsführer,,,UNKNOWN,346
Huawei,https://www.linkedin.com/company/huawei,Executive Partner Development Manager,2023-09,,ACTIVE,347
Huawei Consumer Business Group,https://www.linkedin.com/company/huawei-consumer-business-group,Director of Strategic Partnerships,2020-02,2023-09,INACTIVE,347
Huawei,https://www.linkedin.com/company/huawei,Executive Product Manager,2018-06,2020-02,INACTIVE,347
Huawei,https://www.linkedin.com/company/huawei,Senior Product Manager,2017-07,2020-01,INACTIVE,347
Huawei,https://www.linkedin.com/company/huawei,QA Manager,2015-06,2017-06,INACTIVE,347
Huawei,https://www.linkedin.com/company/huawei,Senior Product Manager,2013-10,2015-05,INACTIVE,347
Huawei,https://www.linkedin.com/company/huawei,Product Manager,2012-04,2013-10,INACTIVE,347
"Huawei Symantec Technologies Co., Ltd.",https://www.linkedin.com/company/huawei-symantec-technologies-co.-ltd.,Product Manager,2008-08,2012-03,INACTIVE,347
"Justiz-, Polizei- und Militärdepartement Kanton Appenzell I.Rh",,Departementssekretär / Leiter Amt für Militär und Bevölkerungsschutz,2024-08,,ACTIVE,348
Fachhochschule Nordwestschweiz FHNW,,Dozent,2024-01,,ACTIVE,348
PDO Europe GmbH,,Geschäftsführer,,,UNKNOWN,349
Batterman Consulting,https://www.linkedin.com/company/batterman-consulting-ag,CEO,1982-08,,ACTIVE,350
Bridgged,https://www.linkedin.com/company/bridgged,Partner,2024-06,,ACTIVE,351
Capgemini,https://www.linkedin.com/company/capgemini,Vice President - Head of People x Technology Consulting,2020-08,2024-06,INACTIVE,351
Stegmann ∙ Schmidt ∙ Partners Advisory,,Founding Partner,2019-11,2020-07,INACTIVE,351
Cognizant,https://www.linkedin.com/company/cognizant,"Practice Lead Digital HR, Center of Excellence Europe at Cognizant",2017-07,2019-10,INACTIVE,351
Cognizant,https://www.linkedin.com/company/cognizant,"Director - Head of HCM Consulting, HR-IT Strategy & Innovation Europe",2015-04,2017-07,INACTIVE,351
Cognizant,https://www.linkedin.com/company/cognizant,Director - Consulting HR-IT Strategy & Business Innovation Continental Europe,2014-07,2015-04,INACTIVE,351
ManageCasa Inc.,https://www.linkedin.com/company/managecasa,Chief Executive Officer,2016-10,,ACTIVE,352
(Startup),https://www.linkedin.com/company/-startup-,Startup Advisor,2016-09,,ACTIVE,352
Balluun,https://www.linkedin.com/company/balluun-inc,Founder & Chief Product Officer,2014-11,2016-07,INACTIVE,352
Balluun,https://www.linkedin.com/company/balluun-inc,Founder & CEO,2009-08,2014-10,INACTIVE,352
Cisco Systems,https://www.linkedin.com/company/cisco,Enterprise Sales & Business Development; US,2005-08,2009-07,INACTIVE,352
Cisco Systems,https://www.linkedin.com/company/cisco,"Enterprise Sales EMEA – Higher Education, Research & Healthcare",1999-01,2005-07,INACTIVE,352
Arcor (A vodafone company),https://www.linkedin.com/company/arcor,Key Account Manager,1998-01,1998-12,INACTIVE,352
Dimension Data (former Telemation AG),https://www.linkedin.com/company/dimension-data,Sales Representative,1996-02,1997-12,INACTIVE,352
BMW Group,https://www.linkedin.com/company/bmw-group,Industrial Engineer - Diploma thesis,1995-07,1996-01,INACTIVE,352
BMW Group,https://www.linkedin.com/company/bmw-group,Industrial Engineer - Trainee,1993-10,1994-03,INACTIVE,352
Bewerbungsphase,,Arbeitssuche,2021-09,,ACTIVE,353
Megist Service GmbH,,Sachbearbeiter Buchhaltung,2021-01,2021-09,INACTIVE,353
Selbstständig,,Selbstständig,,,UNKNOWN,354
SPOCS GmbH www.spocs.eu,,Owner,,,UNKNOWN,355
SPOCS sports consultants GmbH,,Managing Director,2003-12,,ACTIVE,355
UniCredit Business Integrated Solutions,https://www.linkedin.com/company/unicredit,Head of Global Competence Center MO/BO/Acc Business Analysis,2014-01,,ACTIVE,356
HighQ-IT for the financial industry GmbH,,Consultant,2004-11,2013-12,INACTIVE,356
KLDiscovery EMEA,https://www.linkedin.com/company/kldiscovery,Full Stack (ASP.Net + Angular) Developer,2018-09,2020-08,INACTIVE,357
Technology Cluster Infotech,,Middle ASP.NET Developer,2017-01,2018-08,INACTIVE,357
TESBL Platform,,Angular developer,2015-03,2016-11,INACTIVE,357
OSF Commerce,,Junior Full Stack ASP.NET+Angular developer,2014-01,2015-01,INACTIVE,357
Simcorp,,Website Content Manager,2012-09,2013-11,INACTIVE,357
EJF gemeinnützige AG,https://www.linkedin.com/company/ejfgag,Alleiniger Vorstand,2023-01,,ACTIVE,358
EJF gemeinnützige AG,https://www.linkedin.com/company/ejfgag,Vorstandsvorsitzender,2015-01,2022-12,INACTIVE,358
EJF gemeinnützige AG,https://www.linkedin.com/company/ejfgag,Vorstandssprecher,2012-05,2014-12,INACTIVE,358
EJF gemeinnützige AG,https://www.linkedin.com/company/ejfgag,Vorstand,2007-04,2012-04,INACTIVE,358
DaimlerChrysler Financial AG,,Kaufmännischer Leiter DCSMM GmbH,2003-04,2007-03,INACTIVE,358
DaimlerChrysler Venture GmbH,,Investment Manager,2001-12,2003-03,INACTIVE,358
DaimlerChrysler AG,https://www.linkedin.com/company/daimlerchrysler-ag,"Manager Strategie und Projekte, Mercedes-Benz LKW",1997-02,2001-11,INACTIVE,358
Andersen Consulting,,"Associate Consultant, Strategic Group",1996-11,1997-01,INACTIVE,358
Math2Market GmbH,https://www.linkedin.com/company/math2market-gmbh,Senior Software Engineer,2024-03,,ACTIVE,359
alfaview® Video Conferencing Systems,https://www.linkedin.com/company/alfaview,Senior Software Engineer,2023-10,2024-02,INACTIVE,359
Universität Konstanz,,Wissenschaftlicher Mitarbeiter,2019-11,2023-09,INACTIVE,359
seko,,"Software Engineer, Consultant",2017-05,2019-11,INACTIVE,359
Markant Gruppe,https://www.linkedin.com/company/markant-group,Software Engineer,2015-01,2017-04,INACTIVE,359
MOBOTIX AG,https://www.linkedin.com/company/mobotix-ag,Software Engineer,2006-08,2014-12,INACTIVE,359
Healy Hudson,,Software Engineer,2000-01,2006-07,INACTIVE,359
Chikara Fitness 株式会社,https://www.linkedin.com/company/chikara-fit,Owner - Executive Director,2010-06,,ACTIVE,360
"CrossFit, Inc.",https://www.linkedin.com/company/crossfit,Seminar Staff,2013-08,,ACTIVE,360
Submarine Group,,Admiral Aide,2006-09,2010-01,INACTIVE,360
United States Navy,https://www.linkedin.com/company/us-navy,Submarine Warfare Officer,2002-06,2010-01,INACTIVE,360
US Submarine,,Division Manager,2004-02,2006-08,INACTIVE,360
Aurubis,https://www.linkedin.com/company/aurubis,Projektleiter,2020-07,,ACTIVE,361
Aurubis,https://www.linkedin.com/company/aurubis,Projektmanager,2014-06,2020-06,INACTIVE,361
Aurubis,https://www.linkedin.com/company/aurubis,Bereichsingenieur,2007-06,2014-05,INACTIVE,361
HHLA Container Terminal Altenwerder GmbH,https://www.linkedin.com/company/hhla-container-terminal-altenwerder-gmbh,Bereichsingenieur,2004-02,2007-05,INACTIVE,361
Continental,https://www.linkedin.com/company/continental,Leiter Program Management RADAR,2017-09,,ACTIVE,362
capital-S- Immobilien,,Immobilien-und Finanzmakler,,,UNKNOWN,363
capital-S-Immobilien,,Geschäftsführer,1980-08,,ACTIVE,363
Bayer,https://www.linkedin.com/company/bayer,Pharmacy Sales Representative,2025-02,,ACTIVE,364
Bayer,https://www.linkedin.com/company/bayer,Junior Brand Manager,2023-06,2025-02,INACTIVE,364
Bayer,https://www.linkedin.com/company/bayer,MIBS-Student,2020-09,2023-08,INACTIVE,364
SG 99 Andernach,https://www.linkedin.com/company/sg-99-andernach,Woman Soccer Coach,2018-03,2021-12,INACTIVE,364
IGS Pellenz,https://www.linkedin.com/company/igs-pellenz,FSJ Bildung,2019-08,2020-07,INACTIVE,364
Ahsenmacher Metzgerei,https://www.linkedin.com/company/ahsenmacher-metzgerei,Catering-Assistent,2019,2020,INACTIVE,364
SachsenEnergie AG,https://www.linkedin.com/company/sachsenenergie,Bereichsleiter Finanzen und Rechnungswesen,2002-10,,ACTIVE,365
DREWAG Stadtwerke Dresden GmbH,,Bereichsleiter Rechnungswesen und Finanzen,2016-02,,ACTIVE,365
ENSO Energie Sachsen Ost AG,,Bereichsleiter Rechnungswesen und Finanzen,2002-10,2002-10,INACTIVE,365
EY,https://www.linkedin.com/company/ernstandyoung,Manager,1994-09,2002-09,INACTIVE,365
Royal Design Group Holding AB,https://www.linkedin.com/company/royal-design-group-holding-ab,Warehouse Specialist,,,UNKNOWN,366
Leop. Siegle GmbH & Co. KG,https://www.linkedin.com/company/leop-siegle-gmbh-co-kg,"Geschäftsleitung, Prokurist",2004-03,,ACTIVE,367
Selbstständig,,Rechtsanwalt,2000-06,,ACTIVE,367
Guild Mortgage,https://www.linkedin.com/company/guild-mortgage-company,Sales Manager,2023-09,,ACTIVE,368
SecurityNational Mortgage NMLS # 3116,,Sales Manager,2020-10,2023-09,INACTIVE,368
"Caliber Home Loans, Inc.",https://www.linkedin.com/company/caliber-home-loans,"Sales Manager at Caliber Home Loans, Inc. |Portfolio Lender | NMLS#214269",2019-05,2020-10,INACTIVE,368
"PrimeLending, A PlainsCapital Company",https://www.linkedin.com/company/primelending,Senior Loan Officer,2017-07,2019-05,INACTIVE,368
Fairway Independent Mortgage Corporation,https://www.linkedin.com/company/fairway-independent-mortgage-corporation,Sales Manager / MLO Recruitment / Mortgage Planner,2014-06,2017-07,INACTIVE,368
"Network Funding, LP - NMLS#2297",https://www.linkedin.com/company/network-funding-lp,Branch Manager,2008-08,2014-06,INACTIVE,368
"Soluna First Wholesale - USMoney Source, Inc",,Chief Executive Officer,1992-01,2008-08,INACTIVE,368
Soluna First,,President - CEO,1992,2007,INACTIVE,368
PI (Physik Instrumente) Group,https://www.linkedin.com/company/physik-instrumente-group,Industrial Engineer,2024-10,,ACTIVE,369
TI Automotive,https://www.linkedin.com/company/ti-automotive,Verfahrenstechniker / Process Engineer,2000-06,2023-12,INACTIVE,369
Pflege & Seniorenwohnen Ammertal,,Pflegedienstleitung,2019-06,,ACTIVE,370
Private Trägerschaft im Gesundheitswesen,,Bezirksleiter,2019-06,2023-12,INACTIVE,370
Pro Seniore Residenz Oberau,,Residenzleitung,2018-01,2019-05,INACTIVE,370
Pro Seniore Residenz Kempten,,Residenzleitung,2017-01,2017-12,INACTIVE,370
Pro Seniore Residenz Kempten,,Residenzleitung im Interimsmanagement,2016,2017,INACTIVE,370
Pro Seniore Oberau,,Pflegedienstleitung,2012,2016,INACTIVE,370
Ambulanter Pflegedienst,https://www.linkedin.com/company/ambulanter-pflegedienst,Gruppenleitung,2000,2012,INACTIVE,370
Lindner Corporation,,Principal Consultant,2014-04,,ACTIVE,371
The Kaplan Thaler Group,https://www.linkedin.com/company/the-kaplan-thaler-group,Business & Data Analyst,2010-04,2011-02,INACTIVE,371
MIT,,Alumni,2011,2011,INACTIVE,371
(self using Apple programming),,developer,2011,2011,INACTIVE,371
Time Warner Cable,https://www.linkedin.com/company/time-warner-cable,Regional NOC Analyst,2007-09,2009-08,INACTIVE,371
Citigroup,https://www.linkedin.com/company/citi,Consultant,2005,2006,INACTIVE,371
Citigroup,https://www.linkedin.com/company/citi,Consultant,2005,2006,INACTIVE,371
IBM,https://www.linkedin.com/company/ibm,Market Intelligence Specialist,1999,2003,INACTIVE,371
EPRO SECURE,https://www.linkedin.com/company/epro-secure,"Projektexperte Sicherheit, Geschäftsleitung",2023-01,,ACTIVE,372
EPRO SECURE,https://www.linkedin.com/company/epro-secure,Projektleiter,2017-04,2023-01,INACTIVE,372
Silt Sock Erosion Control Products,,Owner,,,UNKNOWN,373
K-Businesscom AG,https://www.linkedin.com/company/k-businesscom-ag,Solution Designer,2022-04,,ACTIVE,374
TransatlantiX,,Founder -Owner,2016-09,,ACTIVE,375
Beckman Coulter,https://www.linkedin.com/company/beckman-coulter,International Manager Microbiology Western Europe,2015-03,2016-08,INACTIVE,375
Beckman Coulter,https://www.linkedin.com/company/beckman-coulter,Commercial Manager Urinalysis Europe,2014-01,2015-02,INACTIVE,375
Beckman Coulter,https://www.linkedin.com/company/beckman-coulter,Manager Iris Integration Europe,2013-06,2013-12,INACTIVE,375
Iris International,,Managing Director Germany,2009-10,2013-05,INACTIVE,375
Private Consultancy,,Strategy Consultant,2008-01,2009-11,INACTIVE,375
Biosite,,Country Manager DE/AT,2007,2008,INACTIVE,375
Biosite,,Country Manager DE/AT,2007,2008,INACTIVE,375
Biosite,,Country Manager DE/AT,2007,2008,INACTIVE,375
Biosite Inc.,https://www.linkedin.com/company/biosite,Country Manager Germany&Austria,2006-03,2007-12,INACTIVE,375
Beckman Coulter,https://www.linkedin.com/company/beckman-coulter,European Operations Manager Primary Care Diagnostics,1998,2005,INACTIVE,375
Hybritech,,Area Manager,1985,1997,INACTIVE,375
TaxNetworkUSA,https://www.linkedin.com/company/taxnetworkusa,Human Resources Manager,2024-04,,ACTIVE,376
National Tax Advisory Services,https://www.linkedin.com/company/tax-releif-helpers,Human Resources Director,2020-07,2024-04,INACTIVE,376
Cheesewalla,,Assistant Manager,2018-04,2020-07,INACTIVE,376
Bilfinger Maintenance GmbH,,Einkauf,,,UNKNOWN,377
Bilfinger Maintenance GmbH,,Einkäufer Werkleistungen/Diestleistugen,1972,,ACTIVE,377
Selbstständig Gesund,https://www.linkedin.com/company/selbstständig-gesund,Selbstständig,,,UNKNOWN,378
R.A. Snyder Properties,https://www.linkedin.com/company/ra-snyder,Regional Manager,2024-04,,ACTIVE,379
CRP Affordable Housing and Community Development,https://www.linkedin.com/company/crp-affordable-housing-and-community-development,Assistant,2023-12,2024-04,INACTIVE,379
FPI Management,https://www.linkedin.com/company/fpi-management-inc-,Portfolio Manager,2023-05,2023-11,INACTIVE,379
Sunrise Management,https://www.linkedin.com/company/sunrise-management,Regional Manager,2021-08,2022-12,INACTIVE,379
FBS Property Management,,Property Supervisor,2016-12,2021-08,INACTIVE,379
Sunrise Management,https://www.linkedin.com/company/sunrise-management,Regional Manager,2015-08,2016-09,INACTIVE,379
"J.K. Residential Services, Inc.",https://www.linkedin.com/company/j.k.-residential-services-inc.,Asset Manager,2013-07,2015-05,INACTIVE,379
Pinnacle Family of Companies,,Investment Manager - Western Region,2009-12,2012-08,INACTIVE,379
"Capstone Real Estate Services, Inc.",,District Manager,2007-11,2009-11,INACTIVE,379
"Bernard/Allison Management Services, Inc.",,District Manager,1991-03,2007-08,INACTIVE,379
Hewlett Packard Enterprise,https://www.linkedin.com/company/hewlett-packard-enterprise,Head of Hybrid Cloud Solution Sales Germany,2024-11,,ACTIVE,380
