organization,linkedin,position,startDate,endDate,status,department,seniority,person_id
Brunswick Group,https://www.linkedin.com/company/brunswick-group,Associate,2021-10,,ACTIVE,Other,Junior,498
CDU Deutschlands,https://www.linkedin.com/company/cdudeutschlands,Spezialist für strategische Kommunikation,2017-04,2021-10,INACTIVE,Marketing,Professional,498
CDU Deutschlands,https://www.linkedin.com/company/cdudeutschlands,Projektleiter „Verständliche Sprache/Framing/Botschaftenmanagement“,2012-04,2021-10,INACTIVE,Project Management,Lead,498
CDU Deutschlands,https://www.linkedin.com/company/cdudeutschlands,Teamleiter „Kampagnenplanung und Strategische Kommunikation“,2014-09,2017-04,INACTIVE,Marketing,Lead,498
CDU Deutschlands,https://www.linkedin.com/company/cdudeutschlands,Referent Politische Kommunikation,2007-04,2014-08,INACTIVE,Marketing,Professional,498
Nachrichtenagentur ddp,,Volontär,2005-07,2007-03,INACTIVE,Other,Junior,498
Altana AG/Herbert-Quandt-Stiftung,,Wissenschaftlicher Mitarbeiter der Berliner Konzernrepräsentanz,2003-02,2005-06,INACTIVE,Other,Professional,498
BILD ZEITUNG Axel Springer Verlag u. a.,,Freier Journalist,1997-06,2005-06,INACTIVE,Other,Professional,498
Action Sales Food Service Equipment & Supplies,https://www.linkedin.com/company/action-sales-inc,Buyer,2021-11,,ACTIVE,Purchasing,Professional,499
Grocery Outlet,https://www.linkedin.com/company/grocery-outlet,Department Lead and Replenishment Buyer,2021-01,2021-11,INACTIVE,Purchasing,Lead,499
Houdini Wine Country Gift Baskets,https://www.linkedin.com/company/houdini-gifts-inc,Excel Order Form Specialist,2020-11,2021-01,INACTIVE,Administrative,Professional,499
North American Tile,,Order Entry,2016-07,2018-11,INACTIVE,Administrative,Professional,499
Selbstständig,,Radiologe,,,UNKNOWN,Other,Professional,500
Leatherman Tool Group,https://www.linkedin.com/company/leatherman-tool-group,Warranty Service Specialist,2020-10,,ACTIVE,Customer Support,Professional,501
Hugo Frauenhof GmbH,https://www.linkedin.com/company/hugo-frauenhof-gmbh,Logistiker,2008-03,2020-10,INACTIVE,Other,Professional,501
Georg Fischer,https://www.linkedin.com/company/georg-fischer,Betriebliche Ausbildung,1998-09,2001-01,INACTIVE,Other,Junior,501
Cognizant,https://www.linkedin.com/company/cognizant,HR - Talent Manager,2015-03,,ACTIVE,Human Resources,Professional,502
Cognizant,https://www.linkedin.com/company/cognizant,Learning Executive,2013-03,2015-03,INACTIVE,Human Resources,Professional,502
Cognizant,https://www.linkedin.com/company/cognizant,Senior Systems Engineer,2011-02,2013-03,INACTIVE,Information Technology,Senior,502
Freelance,,Freelance Photographer,2011-12,,ACTIVE,Other,Professional,502
CSS Corp,https://www.linkedin.com/company/movate,Support Engineer,2008-07,2011-02,INACTIVE,Customer Support,Professional,502
vialytics,https://www.linkedin.com/company/vialytics,Senior Director of Sales & SDR Germany,2025-01,,ACTIVE,Sales,Director,503
vialytics,https://www.linkedin.com/company/vialytics,Director of Sales & SDR Germany,2023-07,,ACTIVE,Sales,Director,503
Tiba Projektservice GmbH,https://www.linkedin.com/company/tiba-projektservice-gmbh,Business-Manager,2023-03,2023-07,INACTIVE,Other,Professional,503
BBGA GmbH,https://www.linkedin.com/company/bbga-gmbh,Geschäftsleiter & Prokurist,2020-09,2023-03,INACTIVE,Other,Lead,503
hitcom gmbh,https://www.linkedin.com/company/hitcomgmbh,Prokurist und Mitglied der Geschäftsleitung,2016-03,2020-09,INACTIVE,Other,Management,503
Leber Hygiene-Service GmbH,https://www.linkedin.com/company/leber-gmbh,Leitende Stelle Marketing & Vertrieb,1999-03,2016-03,INACTIVE,Marketing,Lead,503
Grosvenor Capital Management,https://www.linkedin.com/company/gcmgrosvenor,Investment Associate,2008-08,2011-08,INACTIVE,Other,Junior,504
Wells Capital Management,https://www.linkedin.com/company/wells-capital-management,Richard Weiss Investment Team Intern,2007-04,2008-01,INACTIVE,Other,Junior,504
Wells Capital Management,https://www.linkedin.com/company/wells-capital-management,Operations Clerk,2006-06,2007-03,INACTIVE,Administrative,Junior,504
JPMorgan Chase,https://www.linkedin.com/company/jpmorganchase,Teller,2005-08,2006-01,INACTIVE,Administrative,Professional,504
GLS,https://www.linkedin.com/company/gls,Addetto alla logistica,2022-08,,ACTIVE,Other,Professional,505
selbständig,,Unternehmer,,,UNKNOWN,Other,Management,506
Xsenses GmbH,,CEO,2020-10,,ACTIVE,Other,Management,506
"chunghwa Telecom co.,Ltd",https://www.linkedin.com/company/chunghwa-telecom,Senior director,,,UNKNOWN,Other,Director,507
PPD,https://www.linkedin.com/company/ppd,Assistant Clinical Research Associate,2023-06,,ACTIVE,Other,Junior,508
Greeneeng,https://www.linkedin.com/company/greeneeng,Chief Operating Officer,2019-01,,ACTIVE,Other,Management,508
AniCura Tierklinik Thun,,Assistant Vet.med,2020-08,2023-05,INACTIVE,Other,Junior,508
AniCura Tierklinik Thun,,Student Assistant Vet.med,2018-12,2022-10,INACTIVE,Other,Junior,508
Schul- und Sportanlage Gotthelf,,Janitor,2008-04,2023-05,INACTIVE,Administrative,Professional,508
Tierpark Dählhölzli,,Information Specialist,2016-04,2021-10,INACTIVE,Information Technology,Professional,508
Swiss Military,,Spotter,2012-02,2018-09,INACTIVE,Other,Professional,508
eccoform production GmbH,,Office Administrator,2011-08,,ACTIVE,Administrative,Professional,509
eccoform production GmbH,,Reinigungskraft,2008-04,2011-07,INACTIVE,Administrative,Professional,509
Fachhandel Ehses,https://www.linkedin.com/company/fachhandel-ehses,Office Administrator,2020-06,2021-08,INACTIVE,Administrative,Professional,509
Landhaus Kuntz,https://www.linkedin.com/company/landhaus-kuntz,Büromanagement,2007-11,2009-03,INACTIVE,Administrative,Professional,509
Bungert oHG,https://www.linkedin.com/company/bungert,Bürokauffrau,2006-08,2007-11,INACTIVE,Administrative,Professional,509
DEWESoft Deutschland GmbH,,Regionaler Vertriebsleiter,2013-03,,ACTIVE,Sales,Lead,510
DEWETRON GmbH,,Sales Manager,2002-10,2013-02,INACTIVE,Sales,Professional,510
ADM ADM Messtechnik,,Sales Manager,1999-01,2002-09,INACTIVE,Sales,Professional,510
ZSW Stuttgart,,Technisch-wissenschaftlicher Mitarbeiter,1998-06,1998-12,INACTIVE,Information Technology,Professional,510
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,https://www.linkedin.com/company/gizgmbh,Portfolio Manager,2022-01,,ACTIVE,Other,Professional,511
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,https://www.linkedin.com/company/gizgmbh,Project Manager,2020-01,2020-12,INACTIVE,Project Management,Professional,511
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,https://www.linkedin.com/company/gizgmbh,Team Leader,2016-08,2019-12,INACTIVE,Other,Lead,511
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,https://www.linkedin.com/company/gizgmbh,Project Manager,2010-11,2016-05,INACTIVE,Project Management,Professional,511
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,https://www.linkedin.com/company/gizgmbh,Technical Advisor,2006-09,2010-11,INACTIVE,Consulting,Professional,511
GTZ,https://www.linkedin.com/company/gizgmbh,Intern,2004-10,2005-04,INACTIVE,Other,Junior,511
Innocard Loyalty AG,,Inhaber,2024-05,,ACTIVE,Other,Management,512
"TTI, Inc. - Europe",https://www.linkedin.com/company/tti-europe,Technical Development Manager - Interconnect,2024-10,,ACTIVE,Information Technology,Professional,513
Nice News Coming Soon,,"Next update coming on October 1, 2024",2024-07,2024-10,INACTIVE,Other,Professional,513
Avnet Abacus,https://www.linkedin.com/company/avnet-abacus,Senior Field Application Engineer,2021-06,2024-07,INACTIVE,Sales,Senior,513
Avnet Abacus,https://www.linkedin.com/company/avnet-abacus,Senior Business Development Manager - Emech for Germany South-West & Switzerland,2018,2021,INACTIVE,Business Development,Senior,513
Avnet Abacus,https://www.linkedin.com/company/avnet-abacus,Business Development Manager - Interconnect & Cable Assembly´s,2012,2018,INACTIVE,Business Development,Professional,513
Avnet Abacus,https://www.linkedin.com/company/avnet-abacus,Produktspezialist - Interconnect,2009,2018,INACTIVE,Other,Professional,513
Deltrona / Deltron GmbH,,Produktspezialist - Interconnect,2002,2009,INACTIVE,Other,Professional,513
Wälchli und Partner AG,,Partner und VRP,2001-06,,ACTIVE,Business Development,Management,514
Wälchli & Partner AG,,dipl. Bauingenieur FH/STV,2001-06,,ACTIVE,Other,Professional,514
Winning BLW Group,https://www.linkedin.com/company/winning-blw-group,Vice President,2020-11,,ACTIVE,Other,Management,515
iCore,https://www.linkedin.com/company/icore,CFO,2014-06,2023-04,INACTIVE,Other,Management,516
Imperia Pizza,https://www.linkedin.com/company/imperia-pizza,Chief Financial Officer,2012-09,2014-06,INACTIVE,Other,Management,516
Iveco Capital,,Group Financial Controller,2011-07,2012-09,INACTIVE,Other,Lead,516
Yota de Nicaragua,,Finance controller,2009-12,2011-04,INACTIVE,Other,Professional,516
Mineral Trading,,Head of Finance department/Deputy of CFO,2004-03,2009-05,INACTIVE,Other,Lead,516
Quest Equity,https://www.linkedin.com/company/questequity,Chief Executive Officer,2024-05,,ACTIVE,Other,Management,517
Aperack,https://www.linkedin.com/company/aperack,President,2023-05,2024-09,INACTIVE,Other,Management,517
Einzelunternehmen,https://www.linkedin.com/company/einzelunternehmen,Programmierer,2003-04,,ACTIVE,Information Technology,Professional,518
Krones,https://www.linkedin.com/company/krones,Global Mobility Consultant,2023-09,,ACTIVE,Consulting,Professional,519
BAUER Group,https://www.linkedin.com/company/bauer-group-,HR-Manager International,2019-07,2023-09,INACTIVE,Human Resources,Professional,519
BAUER Group,https://www.linkedin.com/company/bauer-group-,HR Assistant Manager,2017-07,2019-07,INACTIVE,Human Resources,Lead,519
Continental,https://www.linkedin.com/company/continental,Intern,2013-10,2014-03,INACTIVE,Other,Junior,519
Privatpraxis für Orthopädie und Naturheilverfahren,,"Facharzt für Orthopädie und Unfallchirurgie,Chirurgie Chirotherapie, , Naturheilverfahren",2012-02,,ACTIVE,Other,Professional,520
Ameos Klinikum Schönebeck,,Oberarzt Orthopädie und Unfallchirurgie,2007-11,2011-05,INACTIVE,Other,Senior,520
Smurfit Westrock,https://www.linkedin.com/company/smurfit-westrock,Qualitätsmanager,2024-07,,ACTIVE,Project Management,Lead,521
Smurfit Kappa,https://www.linkedin.com/company/smurfit-kappa-group,Qualitätsmanager,2020-01,,ACTIVE,Project Management,Lead,521
Hillekamp Etiketten,https://www.linkedin.com/company/hillekamp-etiketten,Assistent der Geschäfts- und Betriebsleitung,2015-03,2019-12,INACTIVE,Administrative,Lead,521
Der Küchenmacher,,Sachbearbeiter,2012-11,2014-11,INACTIVE,Administrative,Professional,521
Goldfield B.V.,,Sachbearbeiter,2006-02,2012-10,INACTIVE,Administrative,Professional,521
Deutsche Telekom AG,https://www.linkedin.com/company/telekom,Kaufmännischer Mitarbeiter,2003-05,2005-03,INACTIVE,Administrative,Professional,521
"Mimetics, LLC",,CEO,2015-01,,ACTIVE,Other,Management,522
"Criterion Capital, LLC",,Principal,2010-06,,ACTIVE,Other,Senior,522
"Bright View Technologies, Inc",,Co-Founder,2002-10,2010-02,INACTIVE,Other,Management,522
"Fusion Ventures, LLC",,Finance Partner,1998-09,2001,INACTIVE,Other,Professional,522
Duke University,,Research Mathematics,1995-09,1998-06,INACTIVE,Other,Professional,522
Prudential Bache,,Managing Director International Mergers and Acquisitions,1984-06,1991-07,INACTIVE,Other,Management,522
Lehman Brothers,https://www.linkedin.com/company/lehman-brothers,VP M&A,1981-01,1986-01,INACTIVE,Other,Management,522
ALDI Nord,https://www.linkedin.com/company/aldinord,Senior Manager,2023-01,,ACTIVE,Other,Senior,523
Heger Consulting,,Consultant,2018-08,2023-01,INACTIVE,Consulting,Professional,523
Promogifts SIA,,CEO,2019-11,2022-01,INACTIVE,Other,Management,523
KDM Handels-GmbH,,Geschäftsführer,2013-12,2018-08,INACTIVE,Other,Management,523
CPD-Promotion,,Geschäftsführer,2010-10,2013-11,INACTIVE,Other,Management,523
Selbstständig,,DayTrader,2017-08,,ACTIVE,Other,Professional,524
TalentRocket GmbH,https://www.linkedin.com/company/talentrocket-gmbh,Senior Business Development Manager,2017-10,2018-06,INACTIVE,Business Development,Senior,524
Hanseteam Partner für Personal GmbH,https://www.linkedin.com/company/hanseteam-partner-für-personal-gmbh,Consultant,2016-04,2017-09,INACTIVE,Consulting,Professional,524
SPENDIT AG,https://www.linkedin.com/company/spendit-ag,Regional Sales Manager,2015-05,2016-03,INACTIVE,Sales,Professional,524
Randstad,https://www.linkedin.com/company/randstad,Consultant,2014-11,2015-04,INACTIVE,Consulting,Professional,524
Bausparkasse Schwäbisch Hall,https://www.linkedin.com/company/bausparkasse-schwabisch-hall,Consultant,2013-10,2014-10,INACTIVE,Consulting,Professional,524
KfW,https://www.linkedin.com/company/kfw,Account-Manager,2013-07,2013-10,INACTIVE,Sales,Professional,524
Webasto Group,https://www.linkedin.com/company/webasto,VP Purchasing & Supplier Quality Webasto China,2025-02,,ACTIVE,Purchasing,Management,525
Webasto Group,https://www.linkedin.com/company/webasto,VP R&D China,2018-01,2025-03,INACTIVE,Other,Management,525
Gestamp,,"Managing Director Autotech Engineering (Shanghai), R&D Director China of BU Chassis and BiW, Gestamp",2016-08,2017-12,INACTIVE,Information Technology,Management,525
BENTELER Automotive,https://www.linkedin.com/company/benteler-group,Head of Business Unit Structures China & Technical Director Business Unit Structures Asia Pacific,2014-08,2016-07,INACTIVE,Other,Lead,525
BENTELER Automotive,https://www.linkedin.com/company/benteler-group,TD AP,2010-03,2016-07,INACTIVE,Other,Professional,525
Benteler Engineering Services,https://www.linkedin.com/company/capgemini-engineering,Managing Director,2013-11,2014-07,INACTIVE,Other,Management,525
Freiberuflich,,SAP Berater,,,UNKNOWN,Consulting,Professional,526
Deloitte Digital,,Deloitte Digital,,,UNKNOWN,Consulting,Professional,527
Clark National Accounts,https://www.linkedin.com/company/clark-national-accounts,Equipment Project Manager,2025-02,,ACTIVE,Project Management,Professional,528
Lidl Ireland,https://www.linkedin.com/company/lidl-ireland,Project Manager,2024-01,2024-11,INACTIVE,Project Management,Professional,528
Lidl Ireland,https://www.linkedin.com/company/lidl-ireland,Graduate Management Program,2022-09,2024-03,INACTIVE,Other,Junior,528
tegut... gute Lebensmittel GmbH & Co. KG,https://www.linkedin.com/company/tegut,Logistics Associate,2016,2021,INACTIVE,Other,Junior,528
tegut... gute Lebensmittel GmbH & Co. KG,https://www.linkedin.com/company/tegut,Student Intern,2014,2015,INACTIVE,Other,Junior,528
"Kunshan lian da information technology co., LTD",,Web front-end engineer,,,UNKNOWN,Information Technology,Professional,529
"Kunshan lian da information technology co., LTD",,"lian da information technology co., LTD",2013-08,,ACTIVE,Other,Professional,529
Washington's Best Guides LLC,,Business Owner,2017-02,,ACTIVE,Other,Management,530
Karen Pohlmann Miller,,Owner,2010-04,,ACTIVE,Other,Management,530
The Pampered Chef,https://www.linkedin.com/company/the-pampered-chef,Independent Consultant,2003-04,2010-04,INACTIVE,Consulting,Professional,530
CROWDFOX GmbH,https://www.linkedin.com/company/crowdfox,Geschäftsführer - CEO,2020-08,,ACTIVE,Other,Management,531
SchaeferJuede Consulting,,Co-Founder,2019-07,,ACTIVE,Other,Management,531
hahn+friends group,https://www.linkedin.com/company/hahn-&-friends-finance-gmbh-&-co-kg,Beiratsmitglied,2020-06,2022-12,INACTIVE,Other,Management,531
Kerkhoff Group,,Geschäftsführer,2018-01,2019-06,INACTIVE,Other,Management,531
Kerkhoff Consulting GmbH,https://www.linkedin.com/company/kerkhoff-consulting,Vorsitzender der Geschäftsführung,2015-03,2017-12,INACTIVE,Other,Management,531
Kerkhoff Consulting GmbH,https://www.linkedin.com/company/kerkhoff-consulting,Geschäftsführer,2007-01,2015-02,INACTIVE,Other,Management,531
Kerkhoff Consulting GmbH,https://www.linkedin.com/company/kerkhoff-consulting,Consultant/Prokurist,1998-10,2006-12,INACTIVE,Consulting,Professional,531
10X Health System,https://www.linkedin.com/company/10x-health-system,EVP Strategic Partnerships,2025-02,,ACTIVE,Business Development,Professional,532
United States Army Special Operations Command,https://www.linkedin.com/company/united-states-army-special-operations-command,U.S. Army,2004-03,2025-01,INACTIVE,Other,Professional,532
Shift,,Defense Venture Fellow,2023-08,2023-12,INACTIVE,Other,Professional,532
Aquila Multifamily,https://www.linkedin.com/company/aquila-multifamily,Managing Partner,2020-08,2023-01,INACTIVE,Business Development,Management,532
Ford Motor Company,https://www.linkedin.com/company/ford-motor-company,Ford,2001-08,2004-02,INACTIVE,Other,Professional,532
Service Experts Heating & Air Conditioning,https://www.linkedin.com/company/service-experts,Senior HVAC Technician,2022-10,,ACTIVE,Other,Senior,533
YEG Handyman,https://www.linkedin.com/company/yeghandyman,Owner,2019-11,2022-10,INACTIVE,Other,Management,533
Amazon,https://www.linkedin.com/company/amazon,Area Manager,2020-06,2020-07,INACTIVE,Sales,Lead,533
