organization,position,startDate,endDate,status,department,seniority,person_id,job_count,job_duration_years
Yota de Nicaragua,Finance controller,2009-12,2011-04,INACTIVE,Other,Professional,516,5,1.3315068493150686
Mineral Trading,Head of Finance department/Deputy of CFO,2004-03,2009-05,INACTIVE,Other,Lead,516,5,5.16986301369863
Quest Equity,Chief Executive Officer,2024-05,2025-12,ACTIVE,Other,Management,517,2,1.5863013698630137
Aperack,President,2023-05,2024-09,INACTIVE,Other,Management,517,2,1.3397260273972602
Einzelunternehmen,Programmierer,2003-04,2025-12,ACTIVE,Information Technology,Professional,518,1,22.684931506849313
Krones,Global Mobility Consultant,2023-09,2025-12,ACTIVE,Consulting,Professional,519,4,2.252054794520548
BAUER Group,HR-Manager International,2019-07,2023-09,INACTIVE,Human Resources,Professional,519,4,4.1726027397260275
BAUER Group,HR Assistant Manager,2017-07,2019-07,INACTIVE,Human Resources,Lead,519,4,2.0
Continental,Intern,2013-10,2014-03,INACTIVE,Other,Junior,519,4,0.4136986301369863
Privatpraxis für Orthopädie und Naturheilverfahren,"Facharzt für Orthopädie und Unfallchirurgie,Chirurgie Chirotherapie, , Naturheilverfahren",2012-02,2025-12,ACTIVE,Other,Professional,520,2,13.841095890410958
Ameos Klinikum Schönebeck,Oberarzt Orthopädie und Unfallchirurgie,2007-11,2011-05,INACTIVE,Other,Senior,520,2,3.4986301369863013
Smurfit Westrock,Qualitätsmanager,2024-07,2025-12,ACTIVE,Project Management,Lead,521,6,1.4191780821917808
Smurfit Kappa,Qualitätsmanager,2020-01,2025-12,ACTIVE,Project Management,Lead,521,6,5.920547945205479
Hillekamp Etiketten,Assistent der Geschäfts- und Betriebsleitung,2015-03,2019-12,INACTIVE,Administrative,Lead,521,6,4.756164383561644
Der Küchenmacher,Sachbearbeiter,2012-11,2014-11,INACTIVE,Administrative,Professional,521,6,2.0
Goldfield B.V.,Sachbearbeiter,2006-02,2012-10,INACTIVE,Administrative,Professional,521,6,6.668493150684932
Deutsche Telekom AG,Kaufmännischer Mitarbeiter,2003-05,2005-03,INACTIVE,Administrative,Professional,521,6,1.8356164383561644
"Mimetics, LLC",CEO,2015-01,2025-12,ACTIVE,Other,Management,522,7,10.923287671232877
"Criterion Capital, LLC",Principal,2010-06,2025-12,ACTIVE,Other,Senior,522,7,15.512328767123288
"Bright View Technologies, Inc",Co-Founder,2002-10,2010-02,INACTIVE,Other,Management,522,7,7.342465753424658
"Fusion Ventures, LLC",Finance Partner,1998-09,2001-01,INACTIVE,Other,Professional,522,7,2.336986301369863
Duke University,Research Mathematics,1995-09,1998-06,INACTIVE,Other,Professional,522,7,2.750684931506849
Prudential Bache,Managing Director International Mergers and Acquisitions,1984-06,1991-07,INACTIVE,Other,Management,522,7,7.0849315068493155
Lehman Brothers,VP M&A,1981-01,1986-01,INACTIVE,Other,Management,522,7,5.002739726027397
ALDI Nord,Senior Manager,2023-01,2025-12,ACTIVE,Other,Senior,523,5,2.9178082191780823
Heger Consulting,Consultant,2018-08,2023-01,INACTIVE,Consulting,Professional,523,5,4.421917808219178
Promogifts SIA,CEO,2019-11,2022-01,INACTIVE,Other,Management,523,5,2.16986301369863
KDM Handels-GmbH,Geschäftsführer,2013-12,2018-08,INACTIVE,Other,Management,523,5,4.668493150684932
CPD-Promotion,Geschäftsführer,2010-10,2013-11,INACTIVE,Other,Management,523,5,3.0876712328767124
Selbstständig,DayTrader,2017-08,2025-12,ACTIVE,Other,Professional,524,7,8.33972602739726
TalentRocket GmbH,Senior Business Development Manager,2017-10,2018-06,INACTIVE,Business Development,Senior,524,7,0.6657534246575343
Hanseteam Partner für Personal GmbH,Consultant,2016-04,2017-09,INACTIVE,Consulting,Professional,524,7,1.4191780821917808
SPENDIT AG,Regional Sales Manager,2015-05,2016-03,INACTIVE,Sales,Professional,524,7,0.8356164383561644
Randstad,Consultant,2014-11,2015-04,INACTIVE,Consulting,Professional,524,7,0.4136986301369863
Bausparkasse Schwäbisch Hall,Consultant,2013-10,2014-10,INACTIVE,Consulting,Professional,524,7,1.0
KfW,Account-Manager,2013-07,2013-10,INACTIVE,Sales,Professional,524,7,0.25205479452054796
Webasto Group,VP Purchasing & Supplier Quality Webasto China,2025-02,2025-12,ACTIVE,Purchasing,Management,525,6,0.8301369863013699
Webasto Group,VP R&D China,2018-01,2025-03,INACTIVE,Other,Management,525,6,7.167123287671233
Gestamp,"Managing Director Autotech Engineering (Shanghai), R&D Director China of BU Chassis and BiW, Gestamp",2016-08,2017-12,INACTIVE,Information Technology,Management,525,6,1.3342465753424657
BENTELER Automotive,Head of Business Unit Structures China & Technical Director Business Unit Structures Asia Pacific,2014-08,2016-07,INACTIVE,Other,Lead,525,6,1.917808219178082
BENTELER Automotive,TD AP,2010-03,2016-07,INACTIVE,Other,Professional,525,6,6.33972602739726
Benteler Engineering Services,Managing Director,2013-11,2014-07,INACTIVE,Other,Management,525,6,0.663013698630137
Freiberuflich,SAP Berater,2023-01,2025-12,ACTIVE,Consulting,Professional,526,1,2.9178082191780823
Deloitte Digital,Deloitte Digital,2023-01,2025-12,ACTIVE,Consulting,Professional,527,1,2.9178082191780823
Clark National Accounts,Equipment Project Manager,2025-02,2025-12,ACTIVE,Project Management,Professional,528,5,0.8301369863013699
Lidl Ireland,Project Manager,2024-01,2024-11,INACTIVE,Project Management,Professional,528,5,0.8356164383561644
Lidl Ireland,Graduate Management Program,2022-09,2024-03,INACTIVE,Other,Junior,528,5,1.4986301369863013
tegut... gute Lebensmittel GmbH & Co. KG,Logistics Associate,2016-01,2021-01,INACTIVE,Other,Junior,528,5,5.005479452054795
tegut... gute Lebensmittel GmbH & Co. KG,Student Intern,2014-01,2015-01,INACTIVE,Other,Junior,528,5,1.0
"Kunshan lian da information technology co., LTD","lian da information technology co., LTD",2013-08,2025-12,ACTIVE,Other,Professional,529,1,12.342465753424657
Washington's Best Guides LLC,Business Owner,2017-02,2025-12,ACTIVE,Other,Management,530,3,8.835616438356164
Karen Pohlmann Miller,Owner,2010-04,2025-12,ACTIVE,Other,Management,530,3,15.67945205479452
The Pampered Chef,Independent Consultant,2003-04,2010-04,INACTIVE,Consulting,Professional,530,3,7.005479452054795
CROWDFOX GmbH,Geschäftsführer - CEO,2020-08,2025-12,ACTIVE,Other,Management,531,7,5.336986301369863
SchaeferJuede Consulting,Co-Founder,2019-07,2025-12,ACTIVE,Other,Management,531,7,6.424657534246576
hahn+friends group,Beiratsmitglied,2020-06,2022-12,INACTIVE,Other,Management,531,7,2.5013698630136987
Kerkhoff Group,Geschäftsführer,2018-01,2019-06,INACTIVE,Other,Management,531,7,1.4136986301369863
Kerkhoff Consulting GmbH,Vorsitzender der Geschäftsführung,2015-03,2017-12,INACTIVE,Other,Management,531,7,2.756164383561644
Kerkhoff Consulting GmbH,Geschäftsführer,2007-01,2015-02,INACTIVE,Other,Management,531,7,8.09041095890411
Kerkhoff Consulting GmbH,Consultant/Prokurist,1998-10,2006-12,INACTIVE,Consulting,Professional,531,7,8.172602739726027
10X Health System,EVP Strategic Partnerships,2025-02,2025-12,ACTIVE,Business Development,Professional,532,5,0.8301369863013699
United States Army Special Operations Command,U.S. Army,2004-03,2025-01,INACTIVE,Other,Professional,532,5,20.852054794520548
Shift,Defense Venture Fellow,2023-08,2023-12,INACTIVE,Other,Professional,532,5,0.33424657534246577
Aquila Multifamily,Managing Partner,2020-08,2023-01,INACTIVE,Business Development,Management,532,5,2.419178082191781
Ford Motor Company,Ford,2001-08,2004-02,INACTIVE,Other,Professional,532,5,2.504109589041096
Service Experts Heating & Air Conditioning,Senior HVAC Technician,2022-10,2025-12,ACTIVE,Other,Senior,533,10,3.16986301369863
YEG Handyman,Owner,2019-11,2022-10,INACTIVE,Other,Management,533,10,2.9178082191780823
Amazon,Area Manager,2020-06,2020-07,INACTIVE,Sales,Lead,533,10,0.0821917808219178
TD,Operations Officer,2019-05,2020-04,INACTIVE,Other,Professional,533,10,0.9205479452054794
Alta-Fab Structures Ltd,Maintenance Technician,2016-06,2017-01,INACTIVE,Information Technology,Professional,533,10,0.5863013698630137
Black Diamond Group,Maintenance Technician,2013-06,2015-07,INACTIVE,Information Technology,Professional,533,10,2.0821917808219177
Benchmark construction,HVAC/R Technician,2012-10,2013-06,INACTIVE,Other,Professional,533,10,0.6657534246575343
Grove Heating,HVAC/R Technician,2012-04,2012-10,INACTIVE,Other,Professional,533,10,0.5013698630136987
Demko Ventilation,HVAC/R Technician,2011-04,2012-04,INACTIVE,Other,Professional,533,10,1.0027397260273974
Race Mechanial Systems Inc.,HVAC/R Technician,2010-04,2011-04,INACTIVE,Other,Professional,533,10,1.0
AkzoNobel,Non Executive Director - Member of the Supervisory Board,2025-04,2025-12,ACTIVE,Other,Management,534,11,0.6684931506849315
LANXESS,Non Executive Director - Member of the Supervisory Board,2024-05,2025-12,ACTIVE,Other,Management,534,11,1.5863013698630137
Azelis,Chief Executive Officer,2012-11,2023-12,INACTIVE,Other,Management,534,11,11.087671232876712
Clariant,Member Executive Committee & Head Catalysis & Energy & Functional Materials,2011-01,2012-01,INACTIVE,Other,Management,534,11,1.0
Sud-Chemie,Member of the Managing Board - COO,2007-01,2011-01,INACTIVE,Other,Management,534,11,4.002739726027397
Sud-Chemie,"Group VP, Head of BU Catalytic Technologies",2001-01,2007-01,INACTIVE,Other,Management,534,11,6.002739726027397
BASF,Global Director Specialty Chemicals,2000-01,2001-01,INACTIVE,Other,Director,534,11,1.0027397260273974
BASF,"Director, Technology & Catalysts Asia",1996-01,2000-01,INACTIVE,Information Technology,Director,534,11,4.002739726027397
BASF,Business Manager Hydrogenation Technologies,1994-01,1996-01,INACTIVE,Other,Professional,534,11,2.0
BASF,Group Leader (Research Department) Metallocenes,1992-01,1994-01,INACTIVE,Other,Lead,534,11,2.0027397260273974
BASF,Research Chemist Polyolefins,1989-01,1991-01,INACTIVE,Other,Professional,534,11,2.0
Gemeinde Langgöns,Bauverwaltung,2020-09,2025-12,ACTIVE,Administrative,Professional,535,2,5.252054794520548
Gemeinde Langgöns,Baubeamter,2020-09,2025-12,ACTIVE,Other,Professional,535,2,5.252054794520548
Freiberuflich,Rechtsanwalt mit Schwerpunkt Gen-/Biotechnik und Arzneimittelrecht,2023-01,2025-12,ACTIVE,Other,Professional,536,4,2.9178082191780823
Boehringer Ingelheim,"VP Global Business & Contracts, Bio CMB",2018-01,2023-01,INACTIVE,Other,Management,536,4,5.002739726027397
Boehringer Ingelheim,Head of Legal & Compliance Germany,1991-10,2017-12,INACTIVE,Other,Lead,536,4,26.186301369863013
Boehringer Ingelheim Affiliate Dr. Karl Thomae GmbH,Head of Legal Branch Biberach,1986-09,1991-09,INACTIVE,Other,Lead,536,4,5.002739726027397
The Seattle Times,Sports Columnist,2015-08,2025-12,ACTIVE,Other,Professional,537,4,10.342465753424657
The San Diego Union-Tribune,Sports Columnist,2012-08,2015-08,INACTIVE,Other,Professional,537,4,3.0
The Columbian,Portland Trail Blazers beat writer/general sports columnist,2010-10,2012-08,INACTIVE,Other,Professional,537,4,1.8356164383561644
The Press-Enterprise,Sports columnist,2004-09,2010-09,INACTIVE,Other,Professional,537,4,6.002739726027397
IBM Switzerland Ltd.,Managing Consultant - Business Transformation,2024-11,2025-12,ACTIVE,Consulting,Professional,538,15,1.082191780821918
IBM iX Switzerland AG,Change Management Lead,2023-03,2025-01,INACTIVE,Project Management,Lead,538,15,1.841095890410959
Bruker BioSpin,Global Manager Training and Collaboration,2021-01,2022-07,INACTIVE,Project Management,Professional,538,15,1.4958904109589042
Bruker BioSpin,Head of Factory Order Management,2020-07,2021-01,INACTIVE,Purchasing,Lead,538,15,0.5041095890410959
Refinitiv,Business Process Specialist,2018-10,2019-01,INACTIVE,Project Management,Professional,538,15,0.25205479452054796
Thomson Reuters,Business Process Specialist,2018-01,2018-10,INACTIVE,Project Management,Professional,538,15,0.7479452054794521
Thomson Reuters,Customer Administration Team Manager Switzerland,2016-11,2018-01,INACTIVE,Customer Support,Lead,538,15,1.167123287671233
Thomson Reuters,Customer Administration Specialist Team Manager for Europe East and GGO,2015-05,2016-11,INACTIVE,Customer Support,Lead,538,15,1.5068493150684932
Thomson Reuters,Lead Order Management Specialist,2014-09,2015-05,INACTIVE,Administrative,Lead,538,15,0.663013698630137
Thomson Reuters,Executive Order Management Specialist,2014-03,2014-09,INACTIVE,Administrative,Professional,538,15,0.5041095890410959
Thomson Reuters,Order Management Specialist,2012-11,2014-03,INACTIVE,Administrative,Professional,538,15,1.3287671232876712
Womack Wealth and Business Management,Operations Analyst / Executive Assistant,2011-08,2012-06,INACTIVE,Administrative,Professional,538,15,0.8356164383561644
University of New Mexico Athletic Department,Assistant Alpine Ski Team Coach,2008-01,2011-01,INACTIVE,Other,Junior,538,15,3.0027397260273974
Oline Lacasse Ski Racing School,Coach for Elite Athletes,2005-06,2010-08,INACTIVE,Other,Professional,538,15,5.16986301369863
Ausblick Ski Team,Ski Team Manager,2007-01,2008-01,INACTIVE,Other,Professional,538,15,1.0
keine Angabe,Fahrer,2023-01,2025-12,ACTIVE,Other,Professional,539,1,2.9178082191780823
DFMG Deutsche Funkturm GmbH,Leiter Personal und Recht,2023-01,2025-12,ACTIVE,Human Resources,Lead,540,1,2.9178082191780823
BACHMANN Group,CEO,1989-07,2025-12,ACTIVE,Other,Management,541,1,36.443835616438356
Mecklenburgische Versicherungsgruppe,Vorsitzender der Aufsichtsräte Mecklenburgische Versicherungen,2021-06,2025-12,ACTIVE,Other,Management,542,6,4.504109589041096
Mecklenburgische Versicherungsgruppe,Vorsitzender der Vorstände,2012-06,2021-06,INACTIVE,Other,Management,542,6,9.005479452054795
Mecklenburgische Versicherungsgruppe,Vorstandsmitglied,1999-11,2012-06,INACTIVE,Other,Management,542,6,12.591780821917808
Mecklenburgische Versicherungsgruppe,Vorstandsassistent/Abteilungsleiter,1986-04,1999-10,INACTIVE,Administrative,Lead,542,6,13.509589041095891
Hotel InterContinental Hannover,F&B Controller,1980-09,1982-08,INACTIVE,Administrative,Professional,542,6,1.915068493150685
Bundeswehr Wir. Dienen. Deutschland.,Soldat auf Zeit,1976-08,1978-07,INACTIVE,Other,Professional,542,6,1.915068493150685
KfW,Junior Referent Landesförderinstitute,2023-09,2025-12,ACTIVE,Other,Junior,543,2,2.252054794520548
KfW,Student BWL/Bank,2020-08,2023-09,INACTIVE,Other,Junior,543,2,3.084931506849315
SFHM,Retraité,2023-01,2025-12,ACTIVE,Other,Professional,544,1,2.9178082191780823
Gerüstbau Jahn GbR,Geschäftsführer,2023-01,2025-12,ACTIVE,Other,Management,545,1,2.9178082191780823
TheKingmaker,Kingmaker,2011-02,2025-12,ACTIVE,Other,Professional,546,4,14.841095890410958
Carlo Chincarini Coaching,Founder,2020-05,2025-12,ACTIVE,Other,Management,546,4,5.589041095890411
Hapoel Tel Aviv FC,Mental Performance Consultant | Hapoel Tel Aviv,2023-08,2023-10,INACTIVE,Consulting,Professional,546,4,0.16712328767123288
FitKicks,Founder,2011-02,2020-03,INACTIVE,Other,Management,546,4,9.084931506849315
BookLogic,Head of Sales & Partnerships,2020-01,2025-12,ACTIVE,Sales,Lead,547,13,5.920547945205479
Partnership Leaders,Member,2020-01,2025-12,ACTIVE,Other,Professional,547,13,5.920547945205479
RevGenius,Member,2020-01,2025-12,ACTIVE,Other,Professional,547,13,5.920547945205479
Cloud Software Association,Member,2020-01,2025-12,ACTIVE,Other,Professional,547,13,5.920547945205479
POSist Technologies,Sr. Manager Sales and Partnerships,2019-06,2020-01,INACTIVE,Sales,Senior,547,13,0.5863013698630137
EaseRoom,Associate Head of Sales and Partnerships at GI Social and Easeroom,2018-10,2019-06,INACTIVE,Sales,Lead,547,13,0.6657534246575343
AxisRooms Travel Distribution Solutions Pvt. Ltd.,Director of Sales and Partnerships - Middleeast,2016-11,2018-10,INACTIVE,Sales,Director,547,13,1.915068493150685
Hotelogix,"Sr. Global Manager Sales,Alliances and Partnerships at Hotelogix",2016-02,2016-10,INACTIVE,Sales,Senior,547,13,0.6657534246575343
Hotelogix,"Global Manager Sales, Alliances and Partnerships at Hotelogix",2012-10,2016-01,INACTIVE,Sales,Professional,547,13,3.252054794520548
INFRAEN (INDIA) PRIVATE LIMITED,Manager Regional Business Development and Govt. Projects Sales (South and Central India Sales),2011-12,2012-09,INACTIVE,Business Development,Professional,547,13,0.7534246575342466
Speck Systems Ltd,Manager Business Development and Government Tender Projects Sales,2008-06,2011-11,INACTIVE,Sales,Professional,547,13,3.419178082191781
Ajay Syscon Pvt. Ltd.,Manager Business Development Sales and Partnerships,2006-05,2008-05,INACTIVE,Business Development,Professional,547,13,2.0027397260273974
Ajay Syscon Pvt. Ltd.,"Executive Business Development and Channel Partner Sales (SEA, EMEA)",2005-06,2006-05,INACTIVE,Sales,Professional,547,13,0.915068493150685
GFA Consulting Group GmbH,Public Health Consultant,2024-06,2025-12,ACTIVE,Consulting,Professional,548,1,1.5013698630136987
Yve!decoration GmbH,Vertriebsleiter,2013-05,2025-12,ACTIVE,Sales,Lead,549,8,12.594520547945205
eros Heimtextilien GmbH & Co. KG,Vertriebsleiter,2007-05,2013-04,INACTIVE,Sales,Lead,549,8,5.923287671232877
Fine Das Erlebnis-Einrichten,Fachsortimenteleitung Heimtextilien,2006-08,2007-05,INACTIVE,Purchasing,Lead,549,8,0.7479452054794521
Porta Möbel,Fachsortimenteleitung Teppiche/Heimtextilien,2003-06,2006-08,INACTIVE,Purchasing,Lead,549,8,3.16986301369863
Möbel Heck GmbH & Co.KG,Einkaufsassistent Teppiche/Heimtextilien,2000-03,2003-06,INACTIVE,Purchasing,Junior,549,8,3.252054794520548
Möbel Heck GmbH & Co. KG,Abteilungsleiter Teppiche/Heimtextilien,1997-08,2000-03,INACTIVE,Other,Lead,549,8,2.5835616438356164
Möbel Heck GmbH & Co.KG,Verkäufer/Substitut Teppiche/Heimtextilien,1993-08,1997-08,INACTIVE,Sales,Professional,549,8,4.002739726027397
Möbel Heck GmbH & Co.KG,"Auszubildender im kaufmännischen Bereich,Schwerpunkt Teppiche/Heimtextilien",1990-08,1993-08,INACTIVE,Purchasing,Junior,549,8,3.0027397260273974
Nokia,DevSecOps CoE Lead,2021-09,2025-12,ACTIVE,Information Technology,Lead,550,5,4.252054794520548
Nokia,Solution Architect,2021-01,2021-08,INACTIVE,Information Technology,Professional,550,5,0.5808219178082191
Nokia,Tool Product Manager,2017-01,2020-12,INACTIVE,Project Management,Professional,550,5,3.9178082191780823
Nokia,System Engineer,2010-01,2016-12,INACTIVE,Information Technology,Professional,550,5,6.920547945205479
Nokia,Software Engineer,1999-09,2016-01,INACTIVE,Information Technology,Professional,550,5,16.345205479452055
